Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
Animal,Queen,Chile,Guadalajara,Girona,12294,2614,593,400,1621,1732,82,Médico cirujano,Bellas artes,divorced,7,detached house,other,3,other,snake,yes,intact_male,Smoushond Holandés,7,dead
AnimalShelter,Vera,Uruguay,Vizcaya,Huelva,26780,2239,1646,352,241,1075,35,Ingeniero,Negocios y comercio,divorced,9,flat,other,16,female,hamster,unknown,unknow,Mastín Napolitano,17,foster
AnimalShelter,Joseph,Alemania,Pontevedra,Torrelavega,68372,3005,837,1929,239,194,34,Contador,Bellas artes,single,8,loft,bunny,12,other,turtles,unknown,intact_male,Dálmata,6,foster
Pages,Walter,Colombia,Palencia,El Escorial,56495,3671,1798,765,1108,1635,93,Botánico,"Finanzas, banca y seguros",single,19,bungalows,hamster,11,other,,,,,0,
PublicationAdoption,Mary,Paraguay,Burgos,Irun,89114,3827,342,1616,1869,1123,7,Historiador,Administración y gestión de empresas,,2,quadplex,hamster,4,male,dog,yes,intact_male,Braco de Auvernia,4,sick
AnimalShelter,Ann,Reino Unido,Segovia,Córdoba,12233,4143,1289,1238,1616,1711,44,Químico,"Negocios y administración, programas multidisciplinarios o generales",separated,17,ground floor,snake,9,,turtles,no,unknow,Sealyham terrier,4,healthy
PublicationAdoption,Kelly,Francia,Alava,Pontevedra,91166,1811,78,177,1556,835,93,Psicólogo,Contabilidad y fiscalización,,1,loft,other,0,male,turtles,unknown,neutered_female,Lowchen (Pequeño Perro León),0,healthy
Animal,Jenna,Panama,Almería,Baza,72380,2026,6,1299,721,537,93,Periodista,Sociología y antropología,single,12,triplex,turtles,12,,turtles,yes,neutered_female,Mastín Español,6,vet
Pages,Margret,Bolivia,Guadalajara,Lora del Río,49997,2528,978,1134,416,1129,28,Carpintero,Ingeniería Informatica,single,15,apartment,dog,11,,,,,,0,
Animal,Jonathan,Republica Dominicana,Guadalajara,Cieza,66529,3147,1342,1613,192,1635,35,Geógrafo,"Finanzas, banca y seguros",divorced,1,loft,bunny,15,,dog,no,neutered_female,Curly Coated Retriever,4,foster
PublicationAdoption,Toni,Alemania,Alicante,Galicia,42128,3310,1484,345,1481,1988,6,Contador,Bachillerato,separated,4,ground floor,snake,15,other,turtles,yes,neutered_female,Dogo de Burdeos,6,dead
Pages,Daniel,Honduras,Badajoz,Aranjuez,51466,3351,1298,1940,113,1358,73,Matemático,Ciencias políticas,relationship,4,duplex,other,19,other,,,,,0,
PublicationAdoption,Olivia,España,Burgos,Arucas,59748,3548,1666,1300,582,651,75,Electricista,Tecnología y protección del medio ambiente,divorced,5,ground floor,cat,1,nobinary,dog,,neutered_female,Husky Siberiano (Siberian Husky),16,unknown
AnimalAdoption,Edward,Colombia,Lanzarote,Badajoz,34045,2332,170,1458,704,1538,73,Farmacólogo,Ingeniería mecánica y metalurgia,single,0,detached house,snake,13,nobinary,bunny,unknown,intact_female,Smoushond Holandés,10,healthy
Pages,Landon,Peru,Cáceres,Palencia,34656,3841,1939,1237,665,1703,32,Lechero,Magisterio,married,12,studio,,7,nobinary,,,,,0,
AnimalShelter,Robert,Honduras,Lérida,Álava,49443,3498,55,1768,1675,1452,46,Electricista,Bellas artes,,15,loft,dog,4,,snake,yes,intact_female,English Foxhound,13,sick
AnimalShelter,Johanna,Peru,Las Palmas de Gran Canaria,Vilanova i la Geltrú,44380,2457,1247,196,1014,20,78,Paramédico,Sociología y antropología,married,10,,dog,1,nobinary,bunny,,intact_female,Galgo Polaco (Chart Polski),11,dead
PublicationAdoption,Harry,Panama,Valladolid,Puertollano,93875,3478,1722,869,887,108,79,Médico cirujano,Magisterio,relationship,11,semi-detached house,,14,other,cat,no,unknow,Braco de Auvernia,10,foster
AnimalShelter,Dorothy,Panama,Palencia,Tineo,54584,3257,1105,1400,752,1369,59,Arquitecto,Administración y gestión de empresas,divorced,20,triplex,,19,male,dog,yes,intact_male,Jindo Coreano,6,unknown
Animal,John,Singapur,Córdoba,Huelva,19699,404,140,73,191,356,29,Periodista,Ciencias políticas,,11,triplex,dog,1,,hamster,yes,castrated_male,Spitz de Norbotten (Norbottenspets),19,healthy
PublicationAdoption,Gretchen,Guinea Ecuatorial,Madrid,Zaragoza,85537,2020,673,1129,218,671,79,Enfermero,Criminología,divorced,4,duplex,snake,11,,turtles,yes,intact_female,Braco de Auvernia,8,adopted
Pages,Ronda,El Salvador,Alava,Dos Hermanas,95369,3977,1737,1776,464,333,29,Archivólogo,Contabilidad y fiscalización,,0,semi-detached house,,18,female,,,,,0,
Animal,Loretta,Colombia,Huelva,Getafe,67976,2714,92,1005,1617,370,4,Frutero,Ingeniería mecánica y metalurgia,separated,13,bungalows,bunny,7,female,snake,unknown,castrated_male,Weimaraner,20,vet
PublicationAdoption,Julia,Costa Rica,La Gomera,Villanueva de la Serena,97753,2082,358,1368,356,12,41,Matemático,Ciencias políticas,married,14,flat,dog,11,,other,unknown,unknow,Scottish terrier,7,vet
Pages,Darrin,Republica de Irlanda,Cuenca,Melilla,63831,3364,1630,1067,667,358,0,Paramédico,Ciencias políticas,,19,ground floor,hamster,11,male,,,,,0,
Animal,Hazel,Republica de Irlanda,Barcelona,Palma,41518,5495,1948,1563,1984,891,98,Arquitecto,"Finanzas, banca y seguros",married,13,flat,turtles,0,female,bunny,,castrated_male,Maltés,18,adopted
AnimalShelter,Jennifer,Alemania,Madrid,Tortosa,15957,4429,1755,1498,1176,1967,15,Archivólogo,Negocios y comercio,relationship,7,studio,cat,6,male,turtles,no,castrated_male,Ovejero alemán,4,sick
AnimalShelter,Mariano,Colombia,Granada,Villanueva de la Serena,11400,1801,1366,73,362,52,54,Carpintero,Derecho,,5,quadplex,cat,15,female,cat,no,intact_male,Bulldog francés,0,unknown
Animal,Sylvia,Paraguay,Lérida,Navarra,26793,3965,1353,1656,956,1479,43,Filólogo,ESO,,10,apartment,dog,16,female,dog,no,intact_female,Drever,2,other
Pages,John,Guinea Ecuatorial,Vizcaya,Carballo,95220,2495,751,838,906,319,51,Abogado,Ingeniería mecánica y metalurgia,separated,13,attic,cat,12,,,,,,0,
AnimalShelter,Jennifer,Reino Unido,Cantabria,Yecla,52914,1837,1311,406,120,528,49,Músico,Ciencias políticas,,2,triplex,,17,nobinary,snake,yes,intact_male,Dogo Argentino,12,vet
AnimalShelter,Mildred,Chile,Alava,Guadix,70952,2726,594,402,1730,772,95,Historiador,Ciencias políticas,married,13,studio,snake,7,other,turtles,,castrated_male,Teckel (Dachshund),8,sick
PublicationAdoption,Katelynn,Argentina,Cádiz,Priego de Córdoba,57447,1972,259,94,1619,145,6,Lechero,Economía,,10,triplex,bunny,13,other,snake,yes,neutered_female,Lundehund Noruego,20,healthy
PublicationAdoption,Jose,España,Mallorca,Ciudad Real,73052,4009,1478,1427,1104,1722,98,Carpintero,"Negocios y administración, programas multidisciplinarios o generales",relationship,1,ground floor,snake,5,male,snake,no,neutered_female,Hokkaido,10,unknown
AnimalAdoption,Charles,Pakistan,Cantabria,Getxo,63379,1352,696,230,426,1230,25,Artesano,Criminología,divorced,15,apartment,hamster,0,male,dog,yes,intact_female,Sabueso de Hannover,0,vet
AnimalShelter,Shirley,El Salvador,Guipuzcoa,Baza,94913,4082,1294,1944,844,1825,67,Farmacólogo,Tecnologías de la información y comunicación,,16,flat,snake,11,female,bunny,unknown,unknow,Borzoi,3,other
Pages,Robert,Panama,Pontevedra,El Escorial,23492,3327,1163,515,1649,376,49,,"Finanzas, banca y seguros",,5,studio,bunny,5,,,,,,0,
AnimalShelter,Efren,Costa Rica,Burgos,Badalona,10825,5472,1817,1908,1747,60,22,Contador,"Negocios y administración, programas multidisciplinarios o generales",separated,1,apartment,snake,0,male,snake,,unknow,Schapendoes,10,adopted
Pages,Thomas,Costa Rica,Toledo,Mataró,59658,3615,1979,1095,541,322,21,Archivólogo,Trabajo y atención social,married,5,loft,hamster,14,nobinary,,,,,0,
Animal,Eloise,Guatemala,Tenerife,Sevilla,61792,3576,704,1970,902,143,86,Politólogo,Negocios y comercio,,11,duplex,,9,female,snake,,neutered_female,Terrier galés,17,adopted
PublicationAdoption,Donna,Francia,Segovia,Guadalajara,16724,2889,340,701,1848,542,72,Físico,Derecho,divorced,19,apartment,cat,3,nobinary,dog,,neutered_female,Collie de Pelo Largo,5,unknown
AnimalShelter,Jason,Costa Rica,Albacete,Basque Country,38812,3237,1485,946,806,1299,15,Politólogo,Tecnología y protección del medio ambiente,,15,terraced house,other,12,male,bunny,,intact_male,American Foxhound,8,foster
AnimalAdoption,Bob,India,Albacete,Almendralejo,35676,2449,278,914,1257,1257,40,Artesano,Trabajo y atención social,relationship,20,bungalows,dog,20,male,dog,yes,unknow,Cao de Fila de Sao Miguel,2,foster
AnimalAdoption,Steven,Cuba,Santa Cruz de Tenerife,Getafe,85586,2851,814,1992,45,613,36,,Ingeniería Informatica,,18,,hamster,17,female,dog,yes,unknow,Bichón Habanero,0,sick
AnimalShelter,Katherine,Mexico,Granada,Manresa,33970,3747,1765,1829,153,360,55,Matemático,ESO,single,20,detached house,other,8,nobinary,hamster,,neutered_female,Clumber Spaniel,20,other
Animal,Ida,Reino Unido,Ciudad Real,Lleida,61858,1943,96,1127,720,929,48,Abogado,Bellas artes,relationship,2,semi-detached house,other,16,female,turtles,no,castrated_male,Mastiff,5,vet
Animal,James,Paraguay,Mallorca,Santa Cruz de Tenerife,10358,3716,619,1935,1162,185,20,Historiador,Ingeniería Informatica,single,7,bungalows,bunny,7,,cat,,intact_female,Basset Hound,14,other
Animal,Marjory,El Salvador,Zamora,Alcalá de Guadaira,18869,3936,1195,1688,1053,1245,67,Matemático,Negocios y comercio,separated,11,ground floor with garden,,20,other,hamster,yes,intact_male,Irish Wolfhound,17,unknown
Animal,Joseph,Guinea Ecuatorial,El Hierro,Vilagarcía de Arousa,48064,2790,115,1781,894,922,45,Técnico de sonido,Psicología,married,17,,other,1,other,hamster,yes,intact_female,Scottish terrier,1,dead
Animal,Brandie,Nicaragua,Mallorca,Lugo,17748,2077,473,1364,240,739,56,Arquitecto,Administración y gestión de empresas,relationship,10,triplex,dog,20,nobinary,bunny,yes,intact_female,Braco Francés,14,foster
PublicationAdoption,Oma,Ecuador,Granada,Granada,75192,4709,1701,1487,1521,110,19,,Mercadotecnia y publicidad,relationship,4,duplex,cat,1,male,cat,unknown,unknow,Landseer,13,adopted
PublicationAdoption,Veronica,Republica de Irlanda,Avila,Puertollano,21123,3230,6,1321,1903,79,41,Físico,Tecnologías de la información y comunicación,divorced,15,flat,hamster,0,other,hamster,yes,intact_female,Black and Tan Coonhound,18,sick
Pages,Gloria,Mexico,Palencia,Guadix,33868,3453,1942,384,1127,648,91,Paramédico,Sociología y antropología,,17,ground floor with garden,turtles,12,,,,,,0,
PublicationAdoption,Jean,Republica Dominicana,Orense,Caravaca,74335,4020,1877,174,1969,482,39,Filólogo,Psicología,single,14,flat,turtles,19,other,bunny,,unknow,Spítz Alemán,12,foster
Animal,Sharon,Mexico,Cáceres,Málaga,10852,2808,1005,213,1590,974,30,Geógrafo,Ingeniería mecánica y metalurgia,divorced,20,studio,cat,5,other,cat,unknown,castrated_male,Bichón Frisé,8,adopted
PublicationAdoption,Linda,Singapur,Menorca,Santa Cruz de Tenerife,71365,3187,714,1032,1441,554,66,Archivólogo,Mercadotecnia y publicidad,married,20,triplex,cat,17,male,snake,yes,neutered_female,Manchester terrier,14,foster
AnimalAdoption,Randall,Colombia,Sevilla,Murcia,82425,2625,1109,923,593,630,5,Paleontólogo,Administración y gestión de empresas,divorced,13,flat,snake,6,female,bunny,,intact_female,Fox terrier de pelo de alambre,11,healthy
AnimalAdoption,Chi,Ecuador,Tenerife,Ciudad Real,21732,2418,820,481,1117,847,63,Paramédico,Negocios y comercio,,16,duplex,,18,,turtles,no,castrated_male,Basset de Artois,7,unknown
AnimalAdoption,Mildred,Malta,Lanzarote,San Martín del Rey Aurelio,91569,4791,1927,1357,1507,985,8,Secretaria,ESO,divorced,11,flat,,10,male,hamster,no,castrated_male,Bichón Habanero,11,foster
PublicationAdoption,Jason,España,Ceuta,Baza,21821,2674,1700,483,491,1998,93,Paramédico,Bachillerato,,9,loft,snake,13,nobinary,other,no,intact_female,Gran Perro Japonés,3,adopted
AnimalAdoption,Stacy,Ecuador,Albacete,Cornellà,69752,1292,365,610,317,1804,61,Cocinero,Negocios y comercio,single,19,ground floor with garden,turtles,14,,bunny,no,castrated_male,Beagle Harrier,11,other
Pages,Christopher,Cuba,Alava,Palencia,52763,3209,1670,1266,273,120,42,,Magisterio,separated,14,loft,dog,17,female,,,,,0,
Animal,Richard,Singapur,Cantabria,Villarrobledo,18878,2382,299,436,1647,494,27,Botánico,Derecho,,4,attic,dog,15,male,dog,,intact_male,Grand Anglo Francais Tricoleur,20,healthy
Animal,Guillermina,España,Ciudad Real,Peñarroya-Pueblonuevo,44795,1218,1106,87,25,1137,88,Matemático,Ciencias políticas,married,4,quadplex,cat,16,nobinary,cat,yes,neutered_female,Irish Glen of Imaal terrier,17,healthy
Animal,Kimberly,Honduras,Gran Canaria,Pontevedra,30889,3544,375,1680,1489,559,24,Médico cirujano,Trabajo y atención social,single,9,loft,snake,6,other,hamster,unknown,neutered_female,Schnauzer estándar,16,dead
Pages,Thomas,Bolivia,La Gomera,Murcia,93996,1856,15,1306,535,1239,0,Psicólogo,Ingeniería mecánica y metalurgia,,0,quadplex,bunny,15,other,,,,,0,
AnimalShelter,Caroline,Singapur,Zamora,Las Palmas,33402,2114,196,1661,257,1092,86,Archivólogo,Ingeniería mecánica y metalurgia,,7,quadplex,bunny,15,,dog,unknown,unknow,Seppala Siberiano,13,adopted
AnimalAdoption,Donald,Nicaragua,Gran Canaria,Terrassa,48158,3491,1228,1963,300,1610,4,Químico,Ingeniería Informatica,relationship,18,,dog,10,nobinary,snake,unknown,unknow,Saarloos,9,adopted
PublicationAdoption,Joyce,España,Las Palmas de Gran Canaria,Baza,49012,3999,1367,733,1899,1518,90,,Magisterio,relationship,15,semi-detached house,snake,5,male,cat,,unknow,Beagle Harrier,11,sick
AnimalAdoption,Katy,Panama,Girona,Catalonia,18998,3813,640,1394,1779,1803,67,Arquitecto,Administración y gestión de empresas,relationship,4,triplex,turtles,9,,other,unknown,intact_female,Hokkaido,7,healthy
Animal,Sabrina,Malta,Castellón,Palma,61139,2417,826,49,1542,1055,98,Contador,Ingeniería Informatica,married,14,flat,other,20,female,dog,unknown,intact_male,Seppala Siberiano,4,dead
AnimalAdoption,Janet,Cuba,Lérida,Málaga,47805,4481,1722,1488,1271,547,8,Profesor,Economía,divorced,13,apartment,other,1,nobinary,hamster,yes,unknow,Chow Chow,1,vet
AnimalAdoption,Judith,Bolivia,Sevilla,Ecija,47764,1652,186,170,1296,1219,43,Artesano,Tecnología y protección del medio ambiente,divorced,13,ground floor,dog,9,other,cat,,intact_male,Cane Corso,13,unknown
AnimalAdoption,Annie,Costa Rica,Tarragona,Funes,15068,2022,534,537,951,518,30,Sociólogo,ESO,single,9,flat,hamster,9,male,cat,no,intact_female,Kelpie australiano (Australian kelpie),2,dead
Animal,James,Costa Rica,Lanzarote,Sanlúcar de Barrameda,74647,3117,473,1831,813,1794,86,Frutero,Administración y gestión de empresas,relationship,6,studio,snake,19,male,dog,yes,intact_female,Sabueso Francés tricolor,2,vet
PublicationAdoption,Michael,Venezuela,Lanzarote,Guadalajara,21110,5134,1816,1398,1920,30,41,Químico,Tecnologías de la información y comunicación,single,8,terraced house,bunny,2,,hamster,,unknow,Gran Basset Griffon Vendeano,6,adopted
AnimalAdoption,Wayne,Nicaragua,Huelva,Guadix,97894,2513,1673,408,432,1651,40,Ingeniero,"Negocios y administración, programas multidisciplinarios o generales",married,17,ground floor with garden,cat,13,other,bunny,unknown,intact_female,Shih Tzu,1,dead
Animal,Maria,Ecuador,Lérida,Cáceres,18971,2538,1175,67,1296,1561,9,Archivólogo,Ciencias políticas,divorced,7,duplex,snake,19,other,hamster,unknown,castrated_male,Dogo de Burdeos,10,unknown
AnimalAdoption,Bryant,Ecuador,Zamora,Tarragona,88305,1795,108,197,1490,1010,92,Ingeniero,Ingeniería Informatica,married,0,,turtles,7,nobinary,bunny,unknown,intact_female,Cao da Serra de Estrela,18,foster
Animal,America,España,Soria,Luarca,29570,2679,1022,62,1595,7,8,Geógrafo,Economía,separated,14,apartment,turtles,7,other,bunny,yes,intact_female,Jack Russell terrier,12,sick
AnimalShelter,David,Colombia,La Gomera,Andújar,70921,2188,375,75,1738,779,75,,ESO,separated,10,duplex,dog,10,male,cat,no,unknow,Sabueso Suizo,4,foster
Pages,Greg,Honduras,Madrid,Segovia,60522,3219,1014,1609,596,178,58,Cerrajero,Psicología,relationship,7,loft,other,2,female,,,,,0,
PublicationAdoption,Kathleen,Republica de Irlanda,Cuenca,Castile–La Mancha,41096,3509,910,1619,980,1236,95,Profesor,Sociología y antropología,divorced,6,ground floor,other,17,nobinary,dog,yes,neutered_female,Kelpie australiano (Australian kelpie),16,other
Animal,Manuel,Honduras,Alava,Teruel,28116,3754,1482,1145,1127,1046,3,Electricista,Tecnologías de la información y comunicación,single,3,quadplex,snake,14,female,turtles,unknown,intact_female,Bulldog americano,16,adopted
AnimalShelter,Glen,Republica de Irlanda,Cáceres,Jaca,65628,4021,1941,1226,854,1028,93,Geógrafo,Psicología,relationship,1,quadplex,dog,17,nobinary,other,yes,neutered_female,Otterhound,2,dead
AnimalShelter,Briana,India,Cádiz,Mondoñedo,90032,4233,1372,1457,1404,1420,90,Matemático,Ciencias políticas,,3,flat,,1,other,cat,,intact_female,Drentse Partridge Dog,1,unknown
Pages,Sandra,Paraguay,Salamanca,Eibar,14227,3900,936,1691,1273,1053,8,Médico cirujano,Negocios y comercio,relationship,3,duplex,bunny,2,other,,,,,0,
PublicationAdoption,Wilma,Guatemala,Mallorca,Pamplona,59169,2472,824,1021,627,1288,81,Abogado,Bellas artes,divorced,3,loft,cat,11,male,hamster,no,castrated_male,Braco de Ariege,14,dead
AnimalAdoption,Phyllis,Pakistan,El Hierro,Getxo,49526,2784,330,995,1459,475,61,Biólogo,Derecho,separated,6,semi-detached house,hamster,6,nobinary,dog,yes,castrated_male,Slovensky Cuvac,9,healthy
PublicationAdoption,Stacie,Paraguay,León,Mataró,14218,1532,604,760,168,691,94,Historiador,Mercadotecnia y publicidad,,19,semi-detached house,bunny,11,,cat,,castrated_male,Spitz Finlandés,13,unknown
Pages,Jay,Singapur,Vizcaya,Caravaca,43832,3723,325,1688,1710,1241,6,Politólogo,Negocios y comercio,divorced,17,quadplex,bunny,5,,,,,,0,
Animal,Billy,Cuba,Guadalajara,Torrelavega,18384,1475,1136,218,121,254,49,Profesor,Ingeniería mecánica y metalurgia,divorced,9,,snake,4,female,other,,neutered_female,Australian silky terrier,20,dead
Animal,Chris,Uruguay,La Rioja,Melilla,95160,3413,1852,1312,249,1033,96,Ingeniero,Criminología,single,8,attic,bunny,11,female,turtles,,unknow,Chow Chow,15,other
PublicationAdoption,Christopher,Mexico,Soria,Tarragona,57286,3898,1662,599,1637,777,30,Matemático,Ingeniería Informatica,,3,triplex,snake,13,other,dog,no,intact_female,Kerry blue terrier,2,adopted
Animal,Shay,Francia,Ciudad Real,Lora del Río,74694,2542,471,1810,261,905,80,Geógrafo,Bachillerato,separated,13,detached house,other,3,male,cat,,neutered_female,Komondor,3,unknown
PublicationAdoption,Debra,Uruguay,Barcelona,Toro,54450,825,353,247,225,1348,59,Sociólogo,Bellas artes,,12,flat,turtles,7,nobinary,bunny,,castrated_male,Tchuvatch eslovaco,0,sick
AnimalShelter,Marissa,Colombia,Zaragoza,Salamanca,92501,3408,1905,1461,42,875,46,Frutero,Ingeniería Informatica,married,7,flat,dog,5,nobinary,turtles,unknown,intact_female,Drentse Partridge Dog,1,foster
AnimalAdoption,Frank,El Salvador,Lérida,San Ildefonso,50544,2028,1131,757,140,1412,19,Electricista,Ingeniería química,,16,ground floor with garden,cat,5,nobinary,dog,yes,neutered_female,English Toy Terrier,0,vet
AnimalShelter,Brenda,Republica de Irlanda,Alava,Don Benito,67732,2895,1980,178,737,112,63,Botánico,Derecho,separated,9,semi-detached house,hamster,13,male,hamster,no,intact_male,Sabueso Yugoslavo tricolor,19,sick
Animal,Travis,Argentina,Jaén,Cornellà,98753,4974,1636,1834,1504,852,56,Artesano,Sociología y antropología,divorced,9,,cat,1,other,bunny,,castrated_male,Lebrel Arabe (Sloughi),12,unknown
Animal,Patrick,Republica Dominicana,Navarra,Sevilla,70401,3115,229,1941,945,1189,56,Químico,"Finanzas, banca y seguros",separated,16,loft,turtles,20,male,other,,neutered_female,Frisian Pointer,5,sick
Animal,Eileen,Mexico,Navarra,Portugalete,49979,4626,915,1955,1756,951,38,,Ingeniería química,relationship,4,flat,,6,other,snake,unknown,castrated_male,Shikoku,9,dead
AnimalAdoption,Patricia,El Salvador,Navarra,Utrera,76706,3447,505,1235,1707,1612,58,Carpintero,Sociología y antropología,married,10,bungalows,other,13,nobinary,cat,no,castrated_male,Boyero de Appenzell,1,vet
PublicationAdoption,William,Guatemala,La Gomera,Valladolid,24863,1666,55,220,1391,1833,13,Filólogo,Ingeniería mecánica y metalurgia,married,7,duplex,other,14,,snake,unknown,intact_female,Mastín de los Pirineos,3,foster
Animal,David,Malta,Mallorca,Cuenca,43809,1947,269,1472,206,962,73,Archivólogo,Sociología y antropología,,14,flat,dog,3,,cat,yes,neutered_female,Cavalier King Charles Spaniel,9,dead
AnimalAdoption,Laura,Argentina,Soria,Carballo,44641,3356,372,1217,1767,1917,9,Químico,Ingeniería mecánica y metalurgia,divorced,2,semi-detached house,hamster,9,,snake,unknown,intact_male,Mudi,13,vet
Pages,Victoria,Singapur,A Coruña,Ciudad Real,65014,2823,313,776,1734,1499,7,,Magisterio,single,9,ground floor with garden,cat,3,male,,,,,0,
AnimalShelter,Michele,Pakistan,La Rioja,Algeciras,78245,4397,1118,1934,1345,785,99,Carpintero,Contabilidad y fiscalización,single,15,,bunny,11,nobinary,turtles,unknown,neutered_female,Gran Danés (Dogo Aleman),16,other
PublicationAdoption,James,Peru,Guipuzcoa,Jaca,64482,3151,1319,661,1171,221,52,Psicólogo,Negocios y comercio,married,8,quadplex,dog,16,,other,unknown,castrated_male,Basset Artesiano Normando,8,sick
AnimalShelter,Glenn,Reino Unido,Ciudad Real,Ferrol,71477,3938,1491,2000,447,559,3,Médico cirujano,Ingeniería mecánica y metalurgia,married,3,detached house,dog,20,nobinary,bunny,yes,intact_male,Elkhound Noruego,14,sick
AnimalShelter,Shirley,Reino Unido,Toledo,Mieres,79865,4342,1431,917,1994,821,41,Artesano,Mercadotecnia y publicidad,,14,attic,turtles,12,nobinary,other,,intact_male,Boyero de Montaña Bernes,0,vet
Pages,Charlene,Reino Unido,Lérida,Mieres,37822,3815,1944,1490,381,1999,47,Cocinero,"Negocios y administración, programas multidisciplinarios o generales",separated,2,ground floor with garden,snake,14,other,,,,,0,
AnimalAdoption,Rosa,El Salvador,Lugo,Ceuta (autonomous city),88157,3962,1387,1353,1222,857,89,Secretaria,Psicología,relationship,12,triplex,dog,19,,snake,unknown,intact_male,Volpino Italiano,11,sick
AnimalAdoption,Linda,Francia,Murcia,Huesca,26243,2906,80,1874,952,488,96,Secretaria,Negocios y comercio,,6,flat,snake,9,male,snake,no,unknow,Volpino Italiano,2,healthy
AnimalAdoption,Chante,Paraguay,Alava,Trujillo,78360,2263,52,1428,783,1114,25,Artesano,Mercadotecnia y publicidad,,11,apartment,other,14,male,other,no,castrated_male,Basset de Westphalie,12,vet
Animal,Renea,Venezuela,Ceuta,Portugalete,28509,3299,1036,1411,852,1956,13,Bibliotecólogo,"Finanzas, banca y seguros",separated,20,ground floor with garden,snake,15,female,snake,no,intact_male,English Springer Spaniel,8,healthy
Animal,Jimmy,Mexico,Guadalajara,Ferrol,36785,2784,668,966,1150,1070,85,,Bachillerato,single,14,ground floor,hamster,5,female,cat,yes,intact_male,Mastiff,1,vet
PublicationAdoption,Thomas,Honduras,Guipuzcoa,Catalonia,24029,3460,1414,104,1942,251,55,Electricista,Economía,relationship,13,triplex,turtles,10,,hamster,yes,neutered_female,Leonberger,12,foster
AnimalShelter,Eva,Republica de Irlanda,Palencia,Almendralejo,69463,3521,1159,1674,688,905,16,Secretaria,Ingeniería química,separated,19,studio,cat,7,female,cat,no,castrated_male,Keeshond,2,dead
Animal,Nancy,Reino Unido,Alicante,Castile–La Mancha,59680,3431,888,1785,758,1596,39,Técnico de sonido,Ingeniería mecánica y metalurgia,divorced,5,semi-detached house,cat,8,male,cat,yes,unknow,Spitz de Norbotten (Norbottenspets),12,unknown
PublicationAdoption,Stewart,Alemania,Madrid,Montilla,15338,2962,820,1964,178,781,80,Químico,Ingeniería química,,13,ground floor,turtles,13,female,other,,intact_female,Viejo Pointer Danés (Old Danish Pointer),17,foster
Pages,James,Guinea Ecuatorial,Segovia,Guadix,18558,1464,996,143,325,1523,4,Matemático,Bachillerato,married,9,attic,,5,other,,,,,0,
AnimalAdoption,Jennie,Costa Rica,Jaén,Andújar,15281,4330,901,1457,1972,302,8,Abogado,Bellas artes,married,3,terraced house,other,18,nobinary,other,yes,intact_male,Fox terrier de pelo liso,17,dead
AnimalShelter,Rachel,Uruguay,Madrid,Ribeira,25519,2085,1375,224,486,1499,1,Frutero,Economía,,1,quadplex,snake,7,,snake,,castrated_male,Smoushond Holandés,13,dead
Animal,Christopher,Francia,A Coruña,Cabra,79122,1362,284,1012,66,686,27,Biólogo,Mercadotecnia y publicidad,,6,ground floor with garden,other,8,,snake,,intact_female,English Foxhound,9,other
Animal,Bruno,Guinea Ecuatorial,Lérida,Bujalance,83703,3625,1063,1571,991,1237,68,Cerrajero,ESO,divorced,13,flat,hamster,15,nobinary,hamster,unknown,intact_female,Sabueso Polaco (Ogar Polski),17,dead
PublicationAdoption,Steven,Argentina,Segovia,Málaga,18801,2852,4,1431,1417,76,95,Politólogo,Derecho,relationship,5,loft,turtles,13,other,bunny,no,intact_male,Norwich terrier,8,other
Pages,Steven,Pakistan,Cádiz,Málaga,35204,2721,1746,211,764,828,91,Botánico,Administración y gestión de empresas,,8,studio,,6,male,,,,,0,
AnimalShelter,Donna,Republica de Irlanda,Las Palmas de Gran Canaria,Arcos de la Frontera,97583,3101,1419,672,1010,1143,82,Cocinero,"Finanzas, banca y seguros",relationship,1,flat,,10,female,hamster,unknown,castrated_male,Slovensky Cuvac,1,vet
PublicationAdoption,Lawana,Reino Unido,Lugo,Lora del Río,73025,4082,1987,904,1191,1926,79,,Bachillerato,separated,2,ground floor,,13,other,turtles,unknown,intact_male,Boyero de Appenzell,2,dead
PublicationAdoption,Mary,Colombia,Granada,Sestao,67988,2096,390,1363,343,1093,26,Politólogo,Trabajo y atención social,relationship,3,studio,snake,13,other,bunny,yes,intact_male,Terrier galés,13,unknown
AnimalShelter,Joan,Panama,León,Guadix,96567,3199,995,855,1349,1630,86,Técnico de sonido,Ingeniería mecánica y metalurgia,separated,12,semi-detached house,cat,9,male,turtles,yes,neutered_female,Alaskan malamute,16,foster
AnimalShelter,Shirley,Mexico,Guipuzcoa,Palma,32591,3029,1442,1136,451,498,23,Paramédico,Negocios y comercio,married,19,,other,11,male,snake,unknown,intact_female,Border terrier,5,vet
Pages,Kenneth,Colombia,Sevilla,Coín,90384,2193,248,1003,942,1701,53,Contador,Negocios y comercio,relationship,14,detached house,turtles,17,nobinary,,,,,0,
